Customer,State,Coverage,Education,Gender,Income,Location_Code,Marital_Status,Sales_Channel,Vehicle_Class,Vehicle_Size,flag
KC50464,Arizona,Basic,Master,F,34990,Rural,Single,Web,Four-Door Car,Medsize,1
ZW51071,Oregon,Extended,High School or Below,F,80979,Rural,Divorced,Agent,Four-Door Car,Medsize,2
CK74127,Arizona,Basic,Bachelor,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,1
TH68648,California,Basic,College,M,85522,Urban,Married,Branch,Four-Door Car,Medsize,2
PK51938,Oregon,Extended,College,F,17489,Suburban,Divorced,Branch,Four-Door Car,Small,1
OZ19432,Nevada,Premium,High School or Below,F,34516,Rural,Married,Branch,Four-Door Car,Medsize,3
LC77957,Oregon,Basic,Bachelor,M,99180,Rural,Married,Branch,SUV,Small,2
KN24990,Arizona,Basic,College,M,37748,Suburban,Married,Web,Luxury Car,Small,2
TB31268,Arizona,Basic,College,F,48990,Suburban,Married,Web,Four-Door Car,Medsize,2
MS34991,Arizona,Extended,High School or Below,M,66627,Suburban,Married,Branch,Four-Door Car,Medsize,2
PX71218,Arizona,Basic,Bachelor,M,0,Suburban,Married,Branch,Four-Door Car,Large,2
FM54600,Washington,Premium,High School or Below,F,0,Suburban,Single,Branch,SUV,Medsize,1
LL57541,California,Extended,Master,F,63624,Rural,Married,Call Center,Four-Door Car,Medsize,2
DR84843,Arizona,Basic,Bachelor,M,72731,Rural,Married,Agent,Four-Door Car,Medsize,2
XT54610,California,Basic,Bachelor,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
ON50913,California,Basic,College,F,0,Suburban,Married,Agent,Four-Door Car,Small,3
PN53766,California,Basic,Doctor,M,43091,Urban,Married,Branch,Four-Door Car,Medsize,1
UU53919,Oregon,Basic,Master,F,27430,Urban,Married,Call Center,Two-Door Car,Medsize,2
BH52611,California,Premium,Bachelor,F,27362,Urban,Married,Branch,SUV,Medsize,2
WU21638,California,Basic,Bachelor,M,0,Suburban,Married,Web,Luxury SUV,Medsize,2
DP92488,Washington,Basic,Doctor,F,74592,Suburban,Married,Agent,Two-Door Car,Medsize,2
NW21079,Washington,Basic,Master,F,67163,Rural,Married,Call Center,Two-Door Car,Small,2
CD48033,Oregon,Basic,Doctor,M,40870,Suburban,Married,Agent,SUV,Large,2
HT31871,Arizona,Basic,High School or Below,M,36305,Suburban,Married,Branch,Four-Door Car,Small,2
TZ22914,Oregon,Basic,Master,M,12940,Urban,Divorced,Agent,Two-Door Car,Large,2
YR63096,Nevada,Basic,High School or Below,F,79140,Suburban,Married,Agent,Four-Door Car,Small,1
EY86980,Oregon,Extended,Bachelor,M,74270,Rural,Single,Agent,Two-Door Car,Medsize,1
ZG69918,Oregon,Basic,College,M,20819,Urban,Married,Call Center,Four-Door Car,Medsize,3
CH97666,California,Basic,Bachelor,M,12454,Suburban,Married,Web,Sports Car,Medsize,2
FA59186,California,Basic,High School or Below,M,0,Suburban,Single,Web,Two-Door Car,Medsize,2
AU91447,Oregon,Basic,Doctor,M,40870,Suburban,Married,Agent,SUV,Large,3
MV93555,Oregon,Extended,High School or Below,F,69792,Suburban,Single,Web,SUV,Medsize,2
QO62792,Oregon,Extended,College,M,58414,Suburban,Single,Agent,Luxury SUV,Small,2
OZ64384,Oregon,Basic,Bachelor,F,79090,Urban,Married,Branch,SUV,Medsize,2
RO58812,California,Basic,College,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
VZ70667,Oregon,Basic,College,F,26056,Suburban,Married,Branch,Four-Door Car,Medsize,2
MM10866,California,Basic,Bachelor,F,79090,Urban,Married,Branch,SUV,Medsize,2
VB94165,Nevada,Extended,Master,M,0,Suburban,Married,Agent,Two-Door Car,Small,3
CI60365,California,Basic,High School or Below,F,20090,Suburban,Married,Agent,Sports Car,Medsize,3
AN79079,Arizona,Basic,Doctor,M,40870,Suburban,Married,Agent,SUV,Large,2
OR40901,California,Basic,Doctor,M,40870,Suburban,Married,Agent,SUV,Large,1
NQ45562,California,Premium,Master,M,35173,Rural,Married,Agent,Sports Car,Medsize,2
OM13505,Washington,Basic,Bachelor,M,81741,Urban,Single,Agent,Four-Door Car,Medsize,1
GK24074,Arizona,Extended,College,F,37202,Urban,Married,Branch,Two-Door Car,Medsize,2
GA27295,California,Basic,Master,F,99875,Rural,Divorced,Call Center,SUV,Medsize,2
AZ75509,Arizona,Basic,Bachelor,F,31678,Rural,Married,Branch,Two-Door Car,Medsize,2
CD27895,California,Basic,Bachelor,F,0,Suburban,Single,Call Center,Four-Door Car,Large,2
IW78492,Arizona,Basic,College,F,0,Suburban,Single,Web,Sports Car,Medsize,2
FG46631,Oregon,Premium,Bachelor,F,81400,Suburban,Married,Web,Four-Door Car,Small,3
RQ99149,California,Basic,Master,M,32437,Suburban,Married,Branch,Two-Door Car,Medsize,1
SU95720,California,Extended,High School or Below,M,0,Suburban,Married,Branch,SUV,Small,2
PZ53130,California,Basic,College,F,16370,Urban,Married,Branch,Two-Door Car,Large,2
QY78671,Arizona,Extended,High School or Below,M,12048,Suburban,Married,Agent,Four-Door Car,Large,1
XR74789,Washington,Extended,College,F,63328,Suburban,Married,Web,Two-Door Car,Medsize,2
GB39602,Nevada,Basic,High School or Below,M,0,Suburban,Single,Call Center,Sports Car,Medsize,1
WE90911,Arizona,Extended,Bachelor,F,75438,Urban,Single,Call Center,SUV,Medsize,2
HR44460,California,Basic,Bachelor,F,60970,Rural,Divorced,Agent,SUV,Medsize,2
CZ72326,Oregon,Extended,High School or Below,F,0,Suburban,Single,Agent,Two-Door Car,Medsize,1
FM30352,Oregon,Premium,High School or Below,F,0,Suburban,Single,Agent,Luxury Car,Medsize,2
VU99589,Arizona,Basic,High School or Below,F,20090,Suburban,Married,Agent,Sports Car,Medsize,2
FH22442,California,Basic,High School or Below,F,60477,Rural,Married,Agent,Four-Door Car,Medsize,1
MT27589,Oregon,Extended,College,M,58414,Suburban,Single,Agent,Luxury SUV,Small,1
IF30418,California,Basic,Master,F,34990,Rural,Single,Web,Four-Door Car,Medsize,2
BL79888,Oregon,Basic,High School or Below,F,20090,Suburban,Married,Agent,Sports Car,Medsize,2
AD33971,California,Basic,Doctor,M,0,Suburban,Married,Web,Four-Door Car,Medsize,2
FX55409,Oregon,Basic,Master,F,0,Urban,Married,Web,SUV,Medsize,2
FQ24781,Oregon,Basic,Master,F,34990,Rural,Single,Web,Four-Door Car,Medsize,2
CR86548,Nevada,Basic,Master,F,67248,Suburban,Divorced,Call Center,SUV,Medsize,2
MS41043,Arizona,Basic,College,F,0,Suburban,Married,Call Center,Luxury SUV,Medsize,2
HE29300,California,Basic,College,M,41104,Urban,Married,Call Center,SUV,Large,1
ML93514,California,Premium,Bachelor,M,63977,Rural,Married,Agent,Four-Door Car,Medsize,2
LQ45358,Nevada,Premium,Bachelor,M,0,Suburban,Married,Call Center,Four-Door Car,Medsize,2
JQ22359,Oregon,Extended,College,F,0,Suburban,Single,Branch,Two-Door Car,Medsize,2
DB34757,Arizona,Basic,College,M,80129,Rural,Married,Branch,Four-Door Car,Medsize,2
XO70106,Oregon,Basic,Bachelor,M,58781,Urban,Divorced,Agent,SUV,Small,2
HO94329,Arizona,Basic,College,M,53105,Urban,Married,Agent,SUV,Medsize,1
DK66277,California,Basic,High School or Below,M,98859,Suburban,Divorced,Web,Four-Door Car,Small,2
TE50227,Arizona,Extended,College,M,0,Suburban,Single,Agent,SUV,Medsize,2
JK53304,California,Extended,High School or Below,F,97658,Suburban,Married,Call Center,Four-Door Car,Medsize,2
BA49679,Arizona,Basic,Bachelor,F,52348,Suburban,Divorced,Branch,Two-Door Car,Medsize,2
TD86744,Arizona,Basic,High School or Below,F,20090,Suburban,Married,Agent,Sports Car,Medsize,2
LR82946,Oregon,Basic,Bachelor,M,0,Suburban,Single,Branch,Luxury SUV,Medsize,2
LA31975,Arizona,Basic,College,M,0,Suburban,Single,Branch,Luxury SUV,Small,2
LX27768,Oregon,Basic,Bachelor,F,74057,Suburban,Married,Branch,SUV,Small,2
BP54465,Arizona,Extended,Master,F,43922,Rural,Married,Web,Four-Door Car,Medsize,2
SZ86381,Oregon,Basic,Bachelor,M,56587,Suburban,Divorced,Web,Four-Door Car,Medsize,2
KS42294,California,Basic,College,F,30535,Rural,Married,Call Center,Four-Door Car,Small,2
TJ58873,Oregon,Basic,High School or Below,M,56900,Urban,Married,Agent,Four-Door Car,Medsize,2
ZG59671,Oregon,Extended,College,M,59325,Rural,Divorced,Branch,Four-Door Car,Medsize,2
VW88885,California,Basic,Bachelor,F,58620,Suburban,Married,Call Center,Four-Door Car,Medsize,1
FG43850,Oregon,Extended,High School or Below,M,44385,Suburban,Single,Call Center,Four-Door Car,Small,1
BF45697,California,Basic,College,M,83086,Urban,Married,Agent,Four-Door Car,Medsize,2
TJ68521,Washington,Basic,Master,M,41991,Rural,Single,Call Center,Four-Door Car,Large,2
QQ18636,Arizona,Basic,College,F,70725,Suburban,Divorced,Web,Four-Door Car,Medsize,1
CA14631,California,Extended,High School or Below,M,56188,Rural,Married,Web,Four-Door Car,Large,3
QN68814,Oregon,Basic,Bachelor,M,0,Suburban,Married,Agent,Two-Door Car,Medsize,1
WC34456,California,Extended,Bachelor,F,77739,Urban,Married,Call Center,Four-Door Car,Large,2
WO81184,California,Basic,Bachelor,M,34645,Urban,Single,Agent,Two-Door Car,Large,3
EP26605,Washington,Basic,Bachelor,F,44833,Suburban,Divorced,Agent,Two-Door Car,Medsize,2
PF26758,Oregon,Extended,College,F,94880,Urban,Single,Agent,Four-Door Car,Medsize,3
QI89498,Oregon,Basic,College,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
GP83239,California,Extended,College,M,58414,Suburban,Single,Agent,Luxury SUV,Small,2
CL73599,Arizona,Basic,Bachelor,F,79090,Urban,Married,Branch,SUV,Medsize,2
GY69750,Oregon,Basic,Master,M,0,Rural,Divorced,Branch,Four-Door Car,Large,2
OO72857,Oregon,Basic,Bachelor,M,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
LR69185,Nevada,Extended,College,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
AG85127,Oregon,Basic,Bachelor,M,61409,Urban,Married,Web,Four-Door Car,Medsize,3
CU10179,California,Extended,College,F,82528,Rural,Married,Agent,Sports Car,Small,2
MD41042,Arizona,Basic,College,F,39293,Urban,Married,Web,Two-Door Car,Medsize,2
SG82836,Oregon,Extended,High School or Below,M,47412,Suburban,Married,Branch,Two-Door Car,Small,2
LM58227,Oregon,Basic,High School or Below,F,65096,Suburban,Married,Call Center,Four-Door Car,Medsize,2
BQ32117,California,Basic,Doctor,M,40870,Suburban,Married,Agent,SUV,Large,2
PD36660,California,Basic,High School or Below,F,95850,Urban,Married,Agent,Sports Car,Medsize,1
BQ60673,California,Basic,Bachelor,M,32946,Suburban,Married,Branch,Two-Door Car,Small,1
VQ53427,California,Basic,College,M,21855,Suburban,Married,Web,Four-Door Car,Medsize,1
GC69429,California,Extended,Master,M,0,Suburban,Divorced,Branch,SUV,Medsize,2
HX41374,California,Extended,High School or Below,M,72988,Rural,Married,Call Center,SUV,Medsize,2
ZA60820,California,Basic,High School or Below,M,0,Suburban,Single,Call Center,Two-Door Car,Medsize,2
YN69214,California,Basic,Bachelor,M,0,Suburban,Single,Web,Four-Door Car,Medsize,2
RA89822,California,Basic,High School or Below,F,20090,Suburban,Married,Agent,Sports Car,Medsize,2
YV55495,Arizona,Basic,High School or Below,F,68987,Urban,Married,Branch,Four-Door Car,Medsize,2
FG63582,Oregon,Extended,Bachelor,M,0,Suburban,Single,Agent,Two-Door Car,Small,2
SK55033,California,Basic,Bachelor,F,92711,Suburban,Single,Agent,Two-Door Car,Medsize,2
RB81636,Washington,Basic,College,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
LP45550,Oregon,Premium,Doctor,F,15897,Urban,Divorced,Agent,Four-Door Car,Medsize,2
VE89726,California,Basic,High School or Below,F,0,Suburban,Single,Branch,SUV,Medsize,2
RZ13254,Nevada,Basic,Bachelor,F,0,Suburban,Single,Branch,Four-Door Car,Large,2
OY74069,Arizona,Basic,College,F,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
GL67540,California,Basic,College,F,97413,Urban,Married,Agent,Four-Door Car,Medsize,2
DF95759,Oregon,Extended,College,M,0,Suburban,Married,Agent,SUV,Medsize,2
WT43034,California,Premium,High School or Below,F,0,Suburban,Married,Call Center,SUV,Medsize,2
TC14209,Arizona,Extended,High School or Below,F,0,Suburban,Single,Agent,SUV,Medsize,2
NG27780,Oregon,Basic,College,M,0,Rural,Married,Agent,Four-Door Car,Medsize,1
JJ76159,California,Basic,College,M,96045,Rural,Divorced,Web,Four-Door Car,Large,1
RM42344,Oregon,Basic,College,M,91757,Suburban,Married,Web,Four-Door Car,Medsize,2
RN78170,Arizona,Basic,College,F,40589,Suburban,Divorced,Branch,Four-Door Car,Medsize,1
QC55306,Washington,Extended,High School or Below,M,83170,Urban,Married,Agent,Four-Door Car,Medsize,2
AS55677,California,Premium,High School or Below,F,70534,Rural,Divorced,Branch,Four-Door Car,Medsize,2
CH85057,Oregon,Premium,Doctor,F,45354,Rural,Married,Agent,Luxury SUV,Medsize,2
SI31236,Oregon,Basic,Bachelor,M,70200,Suburban,Divorced,Agent,Four-Door Car,Medsize,1
OV50124,Oregon,Basic,College,F,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
MY31220,California,Premium,College,F,54230,Suburban,Married,Agent,Two-Door Car,Medsize,2
IA96447,California,Premium,College,M,85019,Suburban,Married,Agent,Sports Car,Medsize,2
BT76268,California,Basic,College,F,22061,Suburban,Married,Branch,Four-Door Car,Medsize,2
VG56765,Arizona,Basic,High School or Below,M,95697,Rural,Married,Agent,Two-Door Car,Medsize,2
UW37050,Oregon,Extended,Bachelor,F,60420,Urban,Married,Web,Luxury SUV,Medsize,2
SJ74501,Arizona,Basic,Bachelor,F,26608,Urban,Married,Agent,Two-Door Car,Medsize,2
GE29173,Nevada,Extended,Bachelor,M,0,Suburban,Single,Branch,SUV,Medsize,1
PC83755,Oregon,Basic,High School or Below,M,95697,Rural,Married,Agent,Two-Door Car,Medsize,2
ED29955,California,Basic,Bachelor,M,61542,Suburban,Married,Agent,Four-Door Car,Medsize,2
EQ69638,Washington,Extended,College,M,0,Suburban,Single,Branch,Four-Door Car,Small,2
ZR40902,Oregon,Premium,Bachelor,F,26435,Suburban,Married,Agent,Four-Door Car,Small,1
MJ14480,Arizona,Basic,High School or Below,F,35012,Suburban,Single,Agent,Four-Door Car,Medsize,2
DQ98402,Nevada,Extended,High School or Below,F,82477,Suburban,Married,Agent,Two-Door Car,Large,1
WN53966,California,Extended,Master,M,85871,Rural,Married,Call Center,Four-Door Car,Medsize,2
SZ75668,Oregon,Basic,College,M,44186,Urban,Married,Agent,Four-Door Car,Medsize,2
AT49447,California,Extended,Bachelor,M,99359,Rural,Married,Call Center,Two-Door Car,Medsize,2
FB25242,Oregon,Basic,College,M,63143,Suburban,Married,Call Center,Four-Door Car,Medsize,1
OM85313,California,Basic,Master,M,63499,Urban,Married,Agent,Four-Door Car,Medsize,2
PE47967,Oregon,Basic,College,F,79055,Rural,Divorced,Branch,Luxury SUV,Medsize,2
QR47308,Nevada,Basic,College,F,45191,Urban,Married,Web,Four-Door Car,Large,2
TB86706,Arizona,Basic,Master,M,0,Rural,Married,Branch,Two-Door Car,Medsize,2
No73819,California,Extended,Master,F,29365,Suburban,Married,Agent,Sports Car,Large,2
QF74147,California,Basic,College,F,84574,Rural,Divorced,Call Center,Four-Door Car,Medsize,3
TC88451,Nevada,Basic,High School or Below,F,88055,Urban,Married,Call Center,Four-Door Car,Medsize,2
EQ62488,Oregon,Basic,College,F,59456,Suburban,Married,Call Center,Luxury Car,Large,2
HX74855,Washington,Basic,High School or Below,M,95697,Rural,Married,Agent,Two-Door Car,Medsize,2
ML23548,Arizona,Extended,Doctor,F,27458,Suburban,Married,Call Center,Sports Car,Medsize,2
JO17193,Washington,Basic,Bachelor,M,25905,Suburban,Divorced,Agent,Four-Door Car,Large,2
GI70742,Oregon,Basic,High School or Below,F,66466,Urban,Married,Call Center,Four-Door Car,Medsize,2
SH85263,California,Basic,Bachelor,M,77642,Urban,Married,Branch,Two-Door Car,Large,2
JP64518,Nevada,Basic,Bachelor,M,21629,Suburban,Divorced,Call Center,Two-Door Car,Small,1
FM67585,California,Basic,High School or Below,M,76875,Rural,Married,Agent,Four-Door Car,Medsize,2
YO62357,California,Basic,College,F,58839,Rural,Single,Call Center,Two-Door Car,Medsize,2
TG75223,California,Basic,Bachelor,M,21004,Suburban,Single,Call Center,Two-Door Car,Medsize,2
FP60372,Nevada,Basic,Bachelor,M,30584,Rural,Married,Branch,Two-Door Car,Medsize,2
AS26192,Oregon,Basic,High School or Below,M,50406,Rural,Divorced,Call Center,Four-Door Car,Medsize,1
AS17174,Oregon,Basic,High School or Below,M,95697,Rural,Married,Agent,Two-Door Car,Medsize,2
NC68853,Oregon,Basic,High School or Below,M,0,Suburban,Married,Call Center,SUV,Medsize,2
UY94269,Oregon,Basic,Master,F,35605,Suburban,Married,Agent,Two-Door Car,Medsize,2
WB43408,Oregon,Basic,College,F,51523,Suburban,Married,Branch,SUV,Medsize,2
BH28530,California,Premium,High School or Below,M,51204,Suburban,Married,Web,Sports Car,Medsize,2
LO57874,Oregon,Basic,Bachelor,M,25905,Suburban,Divorced,Agent,Four-Door Car,Large,1
PY80506,Oregon,Basic,High School or Below,M,78757,Urban,Married,Agent,Sports Car,Medsize,2
CI95726,Nevada,Extended,High School or Below,F,82477,Suburban,Married,Agent,Two-Door Car,Large,2
WO17738,Oregon,Premium,High School or Below,F,36645,Suburban,Single,Agent,Four-Door Car,Large,1
XL44677,California,Basic,Bachelor,M,25905,Suburban,Divorced,Agent,Four-Door Car,Large,2
QB86817,Oregon,Extended,High School or Below,F,98235,Urban,Divorced,Agent,Four-Door Car,Medsize,2
IN41344,Washington,Basic,College,M,24049,Suburban,Married,Branch,Four-Door Car,Medsize,2
YU79270,Arizona,Basic,College,M,27132,Suburban,Single,Branch,Four-Door Car,Medsize,2
TC18805,Washington,Extended,Bachelor,M,13207,Urban,Married,Agent,SUV,Medsize,2
LQ50657,Arizona,Extended,High School or Below,F,82477,Suburban,Married,Agent,Two-Door Car,Large,2
LK51620,California,Premium,High School or Below,M,98478,Suburban,Married,Branch,Four-Door Car,Small,1
PW23851,Oregon,Extended,Bachelor,F,63287,Suburban,Married,Agent,SUV,Small,2
LR79755,California,Basic,College,M,74034,Urban,Divorced,Branch,Four-Door Car,Medsize,2
UV54104,Oregon,Basic,Bachelor,M,25905,Suburban,Divorced,Agent,Four-Door Car,Large,2
ES87355,Oregon,Basic,Bachelor,F,48381,Suburban,Married,Agent,Two-Door Car,Small,2
KX55910,Oregon,Basic,College,F,62803,Suburban,Married,Web,Two-Door Car,Small,2
CX85598,Arizona,Basic,Bachelor,M,51240,Urban,Single,Branch,Four-Door Car,Medsize,2
WH63678,Oregon,Basic,Master,M,74608,Suburban,Married,Web,Four-Door Car,Medsize,1
OT40088,Oregon,Basic,High School or Below,F,0,Suburban,Single,Web,Four-Door Car,Small,2
FP78531,California,Basic,Bachelor,F,68956,Rural,Single,Call Center,SUV,Medsize,2
ZO29478,Washington,Basic,High School or Below,F,18495,Suburban,Married,Branch,SUV,Large,2
QF21628,California,Extended,High School or Below,M,53588,Suburban,Married,Branch,Four-Door Car,Medsize,2
RD15786,Oregon,Basic,Bachelor,M,25905,Suburban,Divorced,Agent,Four-Door Car,Large,2
LZ34164,Nevada,Basic,Bachelor,F,43199,Suburban,Married,Call Center,Four-Door Car,Medsize,2
SZ35936,Oregon,Basic,High School or Below,F,18495,Suburban,Married,Branch,SUV,Large,1
KC16062,Arizona,Basic,High School or Below,F,0,Suburban,Married,Agent,SUV,Small,1
JZ54775,Arizona,Extended,Bachelor,F,27688,Suburban,Married,Agent,Four-Door Car,Small,2
DA99797,Oregon,Extended,Bachelor,F,33871,Suburban,Single,Call Center,SUV,Medsize,2
GU33167,Oregon,Basic,College,M,53997,Suburban,Married,Branch,Four-Door Car,Medsize,2
XX31571,Washington,Extended,High School or Below,M,0,Suburban,Single,Agent,Luxury Car,Medsize,2
ZE82255,California,Basic,College,F,74640,Suburban,Married,Branch,Four-Door Car,Large,1
GS44464,California,Extended,High School or Below,F,82477,Suburban,Married,Agent,Two-Door Car,Large,2
OM69210,Arizona,Extended,Bachelor,M,81531,Urban,Married,Web,SUV,Small,2
LM54297,Nevada,Basic,Bachelor,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
NP30139,Oregon,Extended,College,M,56779,Suburban,Divorced,Web,Four-Door Car,Medsize,1
RZ79717,Arizona,Extended,High School or Below,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,1
IC44995,Oregon,Basic,College,F,75921,Suburban,Married,Agent,SUV,Medsize,2
NM70181,Oregon,Extended,Master,M,25748,Rural,Married,Call Center,Four-Door Car,Medsize,2
YE12395,Oregon,Extended,High School or Below,M,31267,Suburban,Married,Web,Sports Car,Large,2
EJ97834,Nevada,Basic,High School or Below,F,93987,Urban,Single,Branch,Two-Door Car,Medsize,2
IN65727,Washington,Basic,Master,F,63684,Suburban,Single,Agent,Two-Door Car,Medsize,2
IG15771,Oregon,Premium,College,M,0,Suburban,Single,Agent,Four-Door Car,Small,2
YA10507,California,Basic,High School or Below,M,95697,Rural,Married,Agent,Two-Door Car,Medsize,3
